CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,Grouped_Housing_Type,OCCUPATION_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,label
F,Commercial associate,Higher education,Married,House / apartment,Laborers,0,1,2,157500,-11221,-4244,1,1,0,4,31,11.5,1
M,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,1,1,0,247500,-10012,-826,1,1,0,1,27,2.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,202500,-11447,-3030,0,0,0,3,31,8.5,1
F,Commercial associate,Secondary / secondary special,Married,Other,Sales staff,0,0,1,135000,-13689,-1172,0,0,0,3,38,3,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,1,1,1,112500,-12627,-1404,1,0,0,3,35,4,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,180000,-10656,-926,1,1,0,1,29,2.5,0
F,Commercial associate,Secondary / secondary special,Married,Other,Sales staff,0,1,0,130500,-18232,-3505,0,0,0,2,50,9.5,1
F,State servant,Higher education,Married,House / apartment,Managers,1,1,0,256500,-14212,-3330,0,0,0,2,39,9,1
M,Working,Lower secondary,Married,Other,Laborers,1,0,0,135000,-13241,-436,1,1,0,2,36,1,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,90000,-13483,-5345,0,0,0,2,37,14.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,292500,-15375,-3200,0,0,1,2,42,9,1
M,Commercial associate,Secondary / secondary special,Married,Other,Drivers,1,1,0,585000,-16653,-1646,0,0,0,2,46,4.5,1
F,Working,Higher education,Married,House / apartment,Sales staff,0,0,0,135000,-9887,-2474,0,1,0,2,27,7,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,202500,-8353,-1081,1,0,1,2,23,3,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,90000,-16372,-3900,0,1,0,2,45,10.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,1,144000,-13509,-1028,0,0,0,3,37,3,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,166500,-21109,-8555,0,0,0,2,58,23.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,1,0,112500,-14602,-705,0,0,0,2,40,2,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,1,1,1,355500,-15220,-288,0,0,0,3,42,1,1
M,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,1,0,0,247500,-12340,-3334,1,0,0,1,34,9,1
F,State servant,Higher education,Separated,Other,IT staff,0,0,0,135000,-19514,-1991,1,0,0,1,53,5.5,1
M,Commercial associate,Higher education,Married,House / apartment,Drivers,1,1,0,202500,-10353,-1691,0,0,0,2,28,4.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,90000,-17444,-1112,1,0,0,2,48,3,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,2,180000,-12123,-551,0,0,0,4,33,1.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0,0,0,94500,-16758,-1619,0,0,0,2,46,4.5,1
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,126000,-22811,-2234,1,1,0,2,62,6,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,346500,-8990,-1566,0,0,0,2,25,4.5,1
M,Working,Higher education,Married,House / apartment,Managers,1,0,0,427500,-16691,-1565,1,0,0,2,46,4.5,1
M,Commercial associate,Higher education,Married,House / apartment,Managers,1,1,0,900000,-15295,-5498,0,0,0,2,42,15,1
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,0,1,1,180000,-11075,-349,0,0,0,3,30,1,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,1,157500,-14133,-185,0,1,0,3,39,0.5,0
F,Working,Lower secondary,Married,House / apartment,Core staff,1,1,1,189000,-16344,-864,0,0,1,3,45,2.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,3,135000,-14838,-1539,0,0,0,5,41,4,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,126000,-20113,-1754,1,0,0,2,55,5,0
M,Working,Higher education,Married,Other,Drivers,1,0,1,238500,-11384,-1965,1,1,0,3,31,5.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,103500,-22466,-12870,1,1,0,2,62,35.5,1
M,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0,1,0,180000,-9863,-189,0,0,0,1,27,0.5,1
F,State servant,Secondary / secondary special,Married,Other,Cooking staff,0,1,0,193500,-22168,-10155,0,0,0,2,61,28,1
M,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,1,1,2,180000,-13059,-4813,0,0,0,4,36,13,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,135000,-19923,-964,0,0,0,2,55,2.5,1
F,Commercial associate,Higher education,Married,Other,Laborers,0,0,0,211500,-14636,-4690,1,1,0,2,40,13,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,99000,-19298,-4813,1,1,0,2,53,13,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,0,1,202500,-14116,-6032,1,1,0,3,39,16.5,1
F,State servant,Higher education,Married,House / apartment,Accountants,0,0,0,121500,-22014,-5239,1,0,0,2,60,14.5,0
F,State servant,Secondary / secondary special,Married,House / apartment,Accountants,0,1,0,612000,-12563,-3715,0,0,1,2,34,10,1
M,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,1,0,0,112500,-16185,-273,0,1,0,2,44,0.5,1
F,State servant,Higher education,Married,House / apartment,Medicine staff,1,0,1,166500,-14489,-5819,0,0,0,3,40,16,1
F,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0,0,2,180000,-12161,-127,1,0,0,4,33,0.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,265500,-15925,-3335,1,1,0,2,44,9,1
F,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0,1,0,112500,-17242,-428,0,0,0,1,47,1,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,126000,-21800,-2544,1,1,0,2,60,7,1
M,Working,Higher education,Married,House / apartment,Managers,1,1,0,675000,-20131,-3535,0,0,1,2,55,9.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,157500,-13205,-1953,1,1,0,3,36,5.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,1,1,0,126000,-10302,-734,0,0,0,2,28,2,1
F,Working,Secondary / secondary special,Married,Other,Core staff,0,0,1,81000,-12812,-3389,1,1,0,3,35,9.5,1
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,0,0,0,67500,-15563,-309,0,0,0,2,43,1,1
F,Working,Secondary / secondary special,Married,House / apartment,Accountants,1,1,2,103500,-11816,-1600,0,0,0,4,32,4.5,1
F,Commercial associate,Higher education,Married,House / apartment,Managers,0,1,0,175500,-15248,-2227,1,1,0,2,42,6,1
M,Working,Higher education,Married,House / apartment,Drivers,1,1,0,202500,-17585,-3017,0,0,0,2,48,8.5,0
M,Working,Higher education,Married,House / apartment,Sales staff,1,1,0,135000,-9075,-614,1,1,0,2,25,1.5,1
M,Working,Higher education,Married,Other,Sales staff,1,1,1,247500,-15606,-160,0,1,0,3,43,0.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Realty agents,0,1,0,225000,-17401,-9559,0,0,0,2,48,26,0
F,Commercial associate,Secondary / secondary special,Single / not married,Other,Laborers,0,1,0,297000,-15519,-3234,0,0,0,1,43,9,1
F,Working,Secondary / secondary special,Married,House / apartment,Accountants,1,0,0,144000,-15494,-3292,0,0,0,2,42,9,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,2,225000,-15016,-3411,0,0,0,4,41,9.5,0
M,Working,Secondary / secondary special,Married,Other,Drivers,0,0,0,360000,-13958,-969,0,1,0,2,38,2.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Managers,1,1,1,94500,-19780,-6849,0,0,0,3,54,19,1
M,Working,Higher education,Single / not married,House / apartment,Laborers,0,1,0,112500,-14846,-6380,1,1,0,1,41,17.5,1
M,Working,Secondary / secondary special,Married,Other,Laborers,0,1,0,225000,-18630,-1462,0,0,0,2,51,4,1
F,Commercial associate,Higher education,Married,House / apartment,Accountants,1,1,0,157500,-14639,-679,0,0,0,2,40,2,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,180000,-14122,-796,0,0,0,3,39,2,0
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,1,2,90000,-15988,-566,1,1,0,4,44,1.5,1
M,Commercial associate,Higher education,Married,House / apartment,Managers,0,1,0,216000,-19150,-7415,0,0,1,2,52,20.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,168750,-16031,-1797,0,0,0,2,44,5,0
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,1,1,0,252000,-17562,-1261,0,0,0,2,48,3.5,1
F,Commercial associate,Higher education,Single / not married,House / apartment,Managers,0,1,1,585000,-10430,-900,0,0,0,2,29,2.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,135000,-14948,-8100,0,0,0,2,41,22,1
M,Working,Secondary / secondary special,Married,Other,Core staff,1,1,1,270000,-8900,-673,0,1,1,3,24,2,0
F,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,112500,-18794,-6358,0,0,0,2,51,17.5,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,1,1,0,135000,-19008,-3607,0,0,0,2,52,10,1
M,Working,Higher education,Married,House / apartment,Laborers,1,1,0,337500,-23711,-7494,0,0,0,2,65,20.5,0
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,270000,-18114,-10121,0,0,0,2,50,27.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Managers,1,0,1,225000,-18617,-2928,0,0,0,3,51,8,1
F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,1,1,135000,-14578,-7346,0,0,0,2,40,20,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,238500,-19305,-3296,1,0,0,2,53,9,1
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,1,0,270000,-13805,-1557,0,0,0,1,38,4.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,90000,-16541,-102,1,1,0,2,45,0.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,0,1,45000,-13597,-96,0,0,0,3,37,0.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,1,3,112500,-13020,-3693,0,0,0,5,36,10,1
F,Commercial associate,Higher education,Married,House / apartment,Private service staff,1,1,2,225000,-14100,-3623,0,0,0,4,39,10,1
F,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,0,1,0,270000,-12922,-923,0,0,0,1,35,2.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,1,1,1,90000,-16767,-1477,0,0,0,3,46,4,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,1,1,1,126000,-10128,-367,0,1,0,3,28,1,1
M,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,1,0,0,202500,-12636,-405,0,0,0,2,35,1,1
F,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0,1,0,123750,-16686,-599,0,0,0,2,46,1.5,1
F,Working,Higher education,Married,House / apartment,Accountants,1,0,0,315000,-13592,-3504,0,1,1,2,37,9.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Core staff,1,1,0,90000,-12154,-1547,0,0,0,2,33,4,1
M,Working,Higher education,Married,House / apartment,Laborers,1,0,0,157500,-20516,-2265,0,1,0,2,56,6,1
M,Working,Lower secondary,Married,House / apartment,Laborers,0,0,2,202500,-13593,-2546,1,0,0,4,37,7,1
F,State servant,Higher education,Married,House / apartment,Medicine staff,1,0,1,166500,-14489,-5819,0,0,0,3,40,16,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,427500,-20990,-6180,0,0,0,2,58,17,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,180000,-13177,-1678,0,0,0,2,36,4.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,117000,-15607,-2437,0,0,0,2,43,6.5,0
M,Working,Higher education,Married,House / apartment,Managers,1,1,2,135000,-11564,-2944,0,0,1,4,32,8,1
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,0,1,90000,-11630,-1890,0,0,0,3,32,5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0,1,0,247500,-16340,-8647,0,0,0,2,45,23.5,1
F,Working,Incomplete higher,Widow,House / apartment,Core staff,0,0,0,180000,-19629,-1897,1,1,0,1,54,5,1
F,Working,Higher education,Married,House / apartment,Core staff,0,1,1,99000,-16721,-8875,1,1,0,3,46,24.5,1
F,Commercial associate,Higher education,Single / not married,House / apartment,HR staff,0,1,0,270000,-10707,-765,0,0,0,1,29,2,1
F,State servant,Higher education,Married,House / apartment,Core staff,0,1,0,180000,-17483,-1203,0,0,0,2,48,3.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Managers,1,1,2,360000,-13465,-839,0,1,0,4,37,2.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,0,0,117000,-10335,-264,1,0,0,2,28,0.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,238500,-19305,-3296,1,0,0,2,53,9,1
M,Commercial associate,Secondary / secondary special,Separated,Other,Laborers,1,0,2,180000,-15589,-2451,0,0,0,3,43,6.5,1
F,Working,Higher education,Single / not married,House / apartment,High skill tech staff,0,1,0,157500,-11511,-519,0,0,0,1,32,1.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0,1,0,135000,-20463,-2319,0,0,0,2,56,6.5,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,1,0,0,247500,-17455,-1321,0,0,0,2,48,3.5,1
F,Commercial associate,Secondary / secondary special,Widow,House / apartment,Core staff,0,1,0,157500,-16873,-1626,0,0,0,1,46,4.5,1
F,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,0,1,0,121500,-11157,-277,0,0,0,2,31,1,1
F,Working,Incomplete higher,Married,House / apartment,Drivers,0,1,0,157500,-14140,-2513,0,0,0,2,39,7,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,0,1,2,90000,-16725,-5618,0,0,0,4,46,15.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Managers,1,1,0,180000,-16280,-3062,0,1,1,2,45,8.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,1,202500,-11813,-3266,1,1,0,3,32,9,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,225000,-20145,-1043,0,0,0,2,55,3,1
F,Working,Higher education,Married,House / apartment,Managers,0,1,0,225000,-16202,-2939,1,1,0,2,44,8,1
F,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,1,1,1,90000,-17532,-8044,0,0,0,3,48,22,1
F,Working,Higher education,Married,House / apartment,Accountants,0,1,0,315000,-15527,-3792,1,1,0,2,43,10.5,1
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Waiters/barmen staff,0,1,0,157500,-11853,-5061,1,0,0,2,32,14,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,157500,-13389,-958,0,0,0,2,37,2.5,1
F,Commercial associate,Higher education,Married,House / apartment,HR staff,0,0,0,256500,-11212,-2565,0,0,1,2,31,7,1
F,Working,Higher education,Single / not married,House / apartment,Sales staff,1,1,1,180000,-14226,-3059,0,0,0,2,39,8.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Security staff,0,0,1,135000,-11101,-96,1,0,0,3,30,0.5,1
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,0,0,157500,-11724,-3703,1,0,1,1,32,10,1
F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,0,1,0,202500,-8442,-410,0,0,0,1,23,1,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,99000,-20064,-3360,1,1,0,2,55,9,1
F,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0,1,0,315000,-15256,-3291,0,0,0,1,42,9,1
F,Working,Secondary / secondary special,Married,House / apartment,Accountants,1,0,0,144000,-15494,-3292,0,0,0,2,42,9,1
F,Working,Higher education,Married,House / apartment,Sales staff,1,0,0,103500,-14276,-2561,1,1,0,2,39,7,1
M,Commercial associate,Higher education,Married,Other,Managers,0,0,0,225000,-13021,-5082,1,0,0,2,36,14,0
F,Working,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,112500,-14762,-2464,0,1,0,2,40,7,1
M,Working,Higher education,Single / not married,House / apartment,Core staff,0,1,0,315000,-10874,-3084,0,0,0,1,30,8.5,1
F,Working,Higher education,Married,House / apartment,High skill tech staff,0,1,0,193500,-21029,-7280,0,0,0,2,58,20,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,0,1,148500,-11675,-3779,1,0,0,3,32,10.5,1
F,Commercial associate,Higher education,Married,House / apartment,Sales staff,0,0,0,99000,-10084,-678,0,0,0,2,28,2,1
M,Commercial associate,Secondary / secondary special,Married,Other,Managers,1,0,0,1125000,-15960,-1646,0,0,0,2,44,4.5,0
F,Working,Higher education,Single / not married,House / apartment,Managers,0,1,0,135000,-19789,-3673,0,0,0,1,54,10,1
F,Working,Higher education,Single / not married,Other,Laborers,1,0,1,225000,-13861,-5408,0,0,0,2,38,15,1
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,1,1,0,225000,-19724,-12591,0,0,0,2,54,34.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,112500,-12078,-673,1,1,0,2,33,2,1
F,Working,Incomplete higher,Married,House / apartment,Core staff,1,1,2,121500,-11327,-101,1,1,0,4,31,0.5,1
F,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,1,0,0,180000,-15351,-6790,0,0,0,1,42,18.5,1
F,Commercial associate,Higher education,Widow,House / apartment,Laborers,0,1,0,225000,-21594,-11693,1,1,0,1,59,32,1
